region,title,address,phone,score,open_time,comment1,comment2,comment3
宜蘭,米卡洛宜蘭民宿 MiCarro B&B,宜蘭縣羅東鎮和平路75號,'039568755',3.8,None,"房間環境 · 2.9
房客喜歡這裡寬敞的浴室，但有些人覺得有待改善 · 房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊","位置 · 4.5
靠近市中心；附近有購物區、餐廳和酒吧 · 靠近大眾運輸站和火車站 · 房客覺得停車場收費合理","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
宜蘭,山水商務飯店,None,None,None,None,None,None,None
宜蘭,蝸牛漫步,宜蘭縣羅東鎮復興路三段388巷49號,'0933727886',4.9,None,"房間環境 · 3.9
房客稱讚這裡的浴室很寬敞 · 房客喜歡這裡寬敞、乾淨的房間","服務與設施 · 5.0
房客對於這裡的管理給予高度評價 · 房客稱讚這裡的員工態度友善又專業",None
宜蘭,太子行旅,None,None,None,None,None,None,None
宜蘭,自然而然 Life in Nature 宜蘭民宿,宜蘭縣五結鄉協福路150號,'0968393588',4.7,None,"房間環境 · 3.5
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 房客喜歡這裡舒適的床舖 · 有些房客提到這裡的浴室有待改善",位置 · 4.2,"服務與設施 · 4.7
房客稱讚這裡的員工態度友善"
宜蘭,宸村｜民宿,None,None,None,None,None,None,None
宜蘭,礁溪寒沐酒店,宜蘭縣宜蘭市東港路二段308號,'0906684692',4.6,None,None,None,None
宜蘭,熊熊&妮妮民宿,宜蘭縣宜蘭市和睦路26號,'039323156',4.2,None,None,None,None
宜蘭,有朋會館,宜蘭縣五結鄉中福南路5-10號,'0931888886',4.6,None,None,None,None
宜蘭,友愛大飯店,宜蘭縣礁溪鄉德陽路132號,'0971288132',4.6,None,"房間環境 · 3.5
房客稱讚這裡的浴室很寬敞 · 房客喜歡這裡寬敞、乾淨的房間",位置 · 3.7,"服務與設施 · 3.9
房客稱讚這裡的員工態度專業"
宜蘭,玖屋文旅,宜蘭縣羅東鎮公正路511號,'039613799',4.3,None,"房間環境 · 4.0
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊 · 房間有景觀 · 有些房客提到這裡的浴室有待改善","位置 · 4.0
房客覺得停車場收費合理 · 附近有購物區、觀光景點、餐廳和酒吧","服務與設施 · 4.5
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價 · 洗衣服務"
宜蘭,雲舞間Villa,宜蘭縣冬山鄉柯林二路430號,'0979318868',5.0,None,None,None,None
宜蘭,山島行旅 Hotel Sandao,宜蘭縣羅東鎮興東路6號11樓,'039559168',4.9,None,None,None,None
宜蘭,宜蘭涵天民宿 涵天童采民宿,宜蘭縣五結鄉孝威二路65巷5號,'0939937528',4.7,None,None,None,None
屏東,墾丁157精品時尚會館,屏東縣恆春鎮墾丁路157號,'0977180858',4.7,None,"房間環境 · 3.0
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 有些房客提到這裡的浴室有待改善 · 房間設有電視","位置 · 4.6
靠近市中心；附近有購物區","服務與設施 · 4.4
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價"
屏東,Rococo 墾丁洛可可旅店,屏東縣恆春鎮恆公路220號,'088880023',4.6,None,None,None,None
屏東,薇米文旅,屏東縣屏東市復興路25號9樓,'087343456',4.1,None,None,None,None
屏東,薇楓商務旅館,屏東縣屏東市桂林街38-2號,'087665500',4.2,None,None,None,None
屏東,六本木MOTEL (自由館),屏東縣屏東市公正四街132號,'087667869',3.6,None,"房間環境 · 2.1
有些房客覺得這裡的房間太小，清潔方面也有待改善 · 有些房客提到這裡的浴室在清潔方面有待改善",位置 · 3.9,"服務與設施 · 4.1
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價"
屏東,六本木MOTEL(建華館）,屏東縣屏東市建華三街1號,'087561133',4.0,None,None,None,None
屏東,富光大飯店,屏東縣屏東市公園路19之7號,'087345656',3.5,None,None,None,None
屏東,台輪時尚旅店,屏東縣屏東市民族路159-1號,'087322108',3.5,None,"房間環境 · 2.7
有些房客覺得這裡的清潔方面有待改善",位置 · 4.3,服務與設施 · 4.5
屏東,子琪大飯店,屏東縣屏東市林森路100號,'087337933',3.4,None,None,None,None
屏東,歐遊國際連鎖精品旅館-屏東館,屏東縣屏東市建國路479號,'087555222',3.9,None,None,None,None
屏東,米堤Motel-屏東館,屏東縣屏東市蘭州街118-1號,'087666379',3.8,None,"房間環境 · 3.2
房客喜歡這裡乾淨的房間，但有些人覺得室內有些陳舊 · 有些房客提到這裡的浴室有待改善",位置 · 4.7,"服務與設施 · 4.2
房客稱讚這裡的員工態度友善"
屏東,薇風精品汽車旅館屏東分館,屏東縣屏東市大豐路3巷1號,'087557766',4.1,None,"房間環境 · 3.8
房客喜歡這裡寬敞、乾淨的房間 · 浴室寬敞又乾淨",位置 · 2.8,"服務與設施 · 3.3
房客稱讚這裡的員工態度友善 · 有些房客覺得這裡的接待服務和客房整理服務有待改善 · 洗衣服務"
屏東,HERE宅這兒私宅-屏市宅,屏東縣屏東市新生巷29-1號,'0900342666',4.6,None,None,None,None
屏東,同合農科商務會館,屏東縣長治鄉研發一路5號7號,'087626866',4.3,None,None,None,None
屏東,進成旅店,屏東縣屏東市民族路42巷25號,'087322939',3.9,None,None,None,None
屏東,富門大飯店,屏東縣屏東市建南路6號,'087536800',4.1,None,None,None,None
屏東,六本木MOTEL(大連館),屏東縣屏東市大連路33號,'087370677',3.8,None,None,None,None
屏東,鑽石商旅 屏東 火車站 平價 住宿 休息,屏東縣屏東市光復路112-1號,'0966512789',3.8,None,None,None,None
屏東,TH HOTEL,", Yanfa 1st Rd, Changzhi Township Changzhi, 屏東縣",'0966950596',5.0,None,None,None,None
屏東,東星大飯店,屏東縣屏東市光復路18號,'087347755',3.6,None,None,None,None
屏東,屏東的家,屏東縣內埔鄉屏東縣內埔鄉建興村信義路626巷40號,'087625157',4.7,None,None,None,None
屏東,樂樂商務汽車旅館,屏東縣屏東市廣東路1110號,'087660966',4.1,None,None,None,None
屏東,屏東潮州民宿-綠品文旅,屏東縣潮州鎮榮田路80號,'0910135567',4.8,None,None,None,None
屏東,余你相寓旅宿（訂房Line:@meetyu）,屏東縣內埔鄉勝利路517之1號,'0910776568',4.8,None,None,None,None
屏東,麟家民宿,屏東縣麟洛鄉永達巷83號,'0986932632',4.6,None,None,None,None
屏東,皇星汽車旅館,屏東縣屏東市民生東路59之1號,'087233123',4.0,None,None,None,None
屏東,東星大飯店,屏東縣屏東市光復路18號,'087347755',3.6,None,None,None,None
屏東,東港民宿灣稻旅居,屏東縣東港鎮東新路3號,'0965033896',4.7,None,None,None,None
屏東,燕旅宿,屏東縣內埔鄉忠義路26號,'0925769032',5.0,None,None,None,None
屏東,震點樂商務汽車旅館,屏東縣九如鄉林森路17號,'087396969',4.2,None,"房間環境 · 3.3
房客喜歡這裡寬敞的房間 · 有些房客提到這裡的浴室有待改善",位置 · 5.0,"服務與設施 · 3.5
房客稱讚這裡的員工態度友善"
屏東,格尚庭園汽車旅館,屏東縣屏東市大豐路88號,'087553840',4.2,None,None,None,None
屏東,明山莊,高雄市大樹區三和路120-1號,'076563891',4.4,None,"房間環境 · 3.4
房間有景觀 · 房客喜歡這裡寬敞的房間 · 有些房客提到這裡的浴室有待改善","位置 · 3.8
設有停車場","服務與設施 · 4.3
房客稱讚這裡的員工態度友善"
屏東,義大天悅飯店,高雄市大樹區義大八街100號,'076568000',4.0,None,"房間環境 · 3.0
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房間設有小吧檯","位置 · 3.8
附近有購物區和觀光景點 · 房客覺得停車場收費合理","服務與設施 · 2.3
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
屏東,歐閣精品汽車旅館-屏東館,屏東縣九如鄉忠孝街111號,'087395898',3.9,None,"房間環境 · 2.6
有些房客覺得這裡的清潔方面有待改善","服務與設施 · 4.5
房客稱讚這裡的員工態度友善",None
屏東,楓情汽車旅館,屏東縣屏東市自由路622號,'087653271',3.8,None,None,None,None
屏東,潮州民宿包棟-夏慕里11號旅宿SUMMERLE NO.11,屏東縣潮州鎮愛國路100巷11號,'0933309454',4.2,None,None,None,None
屏東,愛瑪仕民宿,屏東縣內埔鄉德美路328號,'0967000683',5.0,None,None,None,None
屏東,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號,'088771888',4.4,None,None,None,None
屏東,勝利文旅日式民宿,屏東縣屏東市勝利路125-131號,'087320099',4.6,None,None,None,None
屏東,臨居民宿 月租/日租,屏東縣萬丹鄉大昌路847號,'0927076861',4.1,None,None,None,None
屏東,義大皇家酒店,高雄市大樹區學城路一段153號,'076568111',4.0,None,"房間環境 · 3.4
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房間有景觀 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善","位置 · 3.9
附近有購物區和觀光景點 · 房客覺得停車場收費合理","服務與設施 · 3.9
房客喜愛這裡的游泳池、蒸氣室和健身房 · 房客稱讚這裡的員工態度專業 · 有些房客覺得這裡的客房整理服務有待改善"
屏東,潮州民宿包棟-夏慕里11號旅宿SUMMERLE NO.11,屏東縣潮州鎮愛國路100巷11號,'0933309454',4.2,None,None,None,None
屏東,香堤精品旅館,高雄市大寮區仁愛路52號,'077026606',3.8,None,None,None,None
屏東,義大天悅飯店,高雄市大樹區義大八街100號,'076568000',4.0,None,"房間環境 · 3.0
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔方面也有待改善 · 有些房客覺得這裡的浴室太小，清潔方面也有待改善 · 房間設有小吧檯","位置 · 3.8
附近有購物區和觀光景點 · 房客覺得停車場收費合理","服務與設施 · 2.3
房客稱讚這裡的員工態度友善又專業 · 有些房客覺得這裡的客房整理服務有待改善"
屏東,艾旅精品汽車旅館,高雄市鳳山區鳳東路165號,'077013030',3.7,None,None,None,None
屏東,墾丁H會館,屏東縣獅子鄉竹坑村竹坑巷60號,'088771888',4.4,None,None,None,None
屏東,星河汽車旅館潮州館,"號, No. 2-1潮州路竹田鄉屏東縣911",'087888146',3.6,None,None,None,None
屏東,蘇馬利萬巒民宿,屏東縣萬巒鄉南進路24-1號,'0976839600',4.5,None,None,None,None
屏東,義大皇家酒店,高雄市大樹區學城路一段153號,'076568111',4.0,None,"房間環境 · 3.4
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房間有景觀 · 房客喜歡這裡寬敞的浴室，但有些人覺得清潔方面有待改善","位置 · 3.9
附近有購物區和觀光景點 · 房客覺得停車場收費合理","服務與設施 · 3.9
房客喜愛這裡的游泳池、蒸氣室和健身房 · 房客稱讚這裡的員工態度專業 · 有些房客覺得這裡的客房整理服務有待改善"
屏東,日和民宿,屏東縣東港鎮興安二街85號,'0931123172',4.3,None,None,None,None
屏東,四季小空間,屏東縣屏東市民族路377之2號,'0908227059',3.3,None,None,None,None
屏東,Sky Blue Sea Homestay,"No. 79, No. 1中正路屏東市屏東縣929",'088613228',None,None,None,None,None
屏東,阿曼城市汽車旅館有限公司,屏東縣屏東市博愛路366巷22號,'087662777',4.2,None,None,None,None
屏東,HO住,屏東縣屏東市公園西路61號HO住3F,'0905132101',None,None,None,None,None
屏東,紅逗行旅,屏東縣萬丹鄉惠崙路97號,'0966522155',4.5,None,None,None,None
屏東,依水園民宿,屏東縣麟洛鄉中正路永安巷6號,'0913123887',4.6,None,None,None,None
屏東,華園汽車旅館,屏東縣屏東市瑞光路三段180號,'087353038',3.6,None,None,None,None
屏東,初走西環,屏東縣萬丹鄉西環路380之10號,'0963575666',4.8,None,None,None,None
屏東,夢汽車旅館,屏東縣內埔鄉永光路7號,'087781628',3.9,None,None,None,None
屏東,在繁華阿嬤家//冬季開放-住宿x繪本x空間租賃,屏東縣長治鄉復華街600巷16號,'0921943833',4.9,None,None,None,None
屏東,潮州微光旅宿/民宿/背包客/住宿,屏東縣潮州鎮富強路50號,'0929665623',4.8,None,None,None,None
屏東,佛光山朝山會館,高雄市大樹區興田路153號,'076561921#8100',4.4,None,None,None,None
屏東,安迪旅館,高雄市大寮區周廣街5號,'077882933',3.6,None,None,None,None
屏東,攝影師SPACE,屏東縣九如鄉九如路一段16巷8號,'0911727862',4.6,None,None,None,None
屏東,裴亞士鄉村民宿 Mas de Pers / 南法普羅旺斯餐廳,屏東縣萬巒鄉民和路180號,'0939746966',4.7,None,None,None,None
屏東,廬山大飯店,屏東縣潮州鎮南京路159號,'087885872',3.4,None,None,None,None
屏東,馥蘭朵Tempus渡假酒店,屏東縣恆春鎮大光路79-61號,'088867000',4.3,None,None,None,None
屏東,碧雲松台休閒渡假山莊,高雄市大樹區三和路138之18號,None,3.9,None,None,None,None
屏東,大樹南瓜屋-義大別莊,高雄市大樹區學城路一段8巷86號,'077515754',4.2,None,None,None,None
屏東,內埔客家會舘,屏東縣內埔鄉勝光路138號,'087789999',3.4,None,None,None,None
屏東,長青湖休閒山莊,高雄市大社區嘉誠里壽山巷26號,'073560889',3.5,None,None,None,None
屏東,義大國際學舍,高雄市大樹區義大七街六號,'076568311',4.0,None,None,None,None
屏東,Former Japanese Naval Residence,"No 6, Jianye New Residential Quarter Zuoying Dist Kaohsiung Area",'0937125542',None,None,None,None,None
屏東,綠洲大旅社,"號, No. 9-1仁愛路屏東市屏東縣900",'087325176',4.8,None,None,None,None
彰化,None,彰化縣員林市中山路一段382巷3號,'048396655',4.0,None,"房間環境 · 2.8
有些房客覺得這裡的清潔方面有待改善 · 有些房客提到這裡的浴室有待改善","位置 · 4.4
設有停車場","服務與設施 · 3.1
有些房客覺得這裡的接待服務有待改善"
彰化,承攜行旅 彰化中正館,彰化縣彰化市中正路二段668號,'047278998',4.8,None,None,None,None
彰化,Timios Inn.提米好旅,彰化縣彰化市成功路277號,'047061086',4.7,None,None,None,None
彰化,彰化福泰商務飯店Forte Hotel Changhua,彰化縣彰化市建寶街20號,'047125228',4.3,None,"房間環境 · 3.9
房客喜歡這裡寬敞、乾淨的房間 · 房客喜歡這裡乾淨的浴室，但有些人覺得太小","位置 · 4.7
設有停車場","服務與設施 · 3.9
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價 · 洗衣服務"
彰化,華宿行館,彰化縣彰化市南瑤路411號,'0908611606',4.0,None,None,None,None
彰化,歐遊國際連鎖精品旅館-彰化館,彰化縣彰化市中央路195號,'047511111',4.0,None,"房間環境 · 3.4
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，維護方面也有待改善 · 房客稱讚這裡的浴室很寬敞","位置 · 4.4
附近有購物區、觀光景點、餐廳和酒吧","服務與設施 · 3.9
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員給予高度評價，但有些人覺得客房整理服務有待改善"
彰化,彰化桂冠精品旅館,彰化縣彰化市彰水路31號,'047623388',4.3,None,None,None,None
彰化,康橋商旅－彰化員林館,彰化縣員林市靜修路12號7F1F、5,'048381866',4.4,None,"房間環境 · 3.3
房客喜歡這裡乾淨的房間 · 房間設有電視","位置 · 4.6
設有停車場 · 靠近市中心；附近有購物區、餐廳和酒吧 · 靠近火車站","服務與設施 · 4.5
房客稱讚這裡的員工態度友善 · 房客對於這裡的接待人員和客房整理服務給予高度評價 · 洗衣服務"
彰化,台灣大飯店,彰化縣彰化市中正路二段48號,'047224681',3.5,None,None,None,None
彰化,蛋花湯,彰化縣彰化市南郭路一段185巷,'0985801004',4.7,None,None,None,None
彰化,鹿港永樂酒店,彰化縣鹿港鎮三民路152號,'047762999',4.5,None,"房間環境 · 4.0
房客喜歡這裡寬敞、乾淨的房間","位置 · 4.9
附近有觀光景點","服務與設施 · 4.6
房客稱讚這裡的員工態度友善又專業"
彰化,心旅地圖青年旅館Soulmap Hostel,彰化縣彰化市三民路228號2樓,'0985680812',3.9,None,None,None,None
彰化,金城旅舍,彰化縣彰化市長安街100巷1號,'047255668',4.9,None,None,None,None
彰化,鹿港澄悅商旅 Joy Inn Lukang,彰化縣鹿港鎮中正路510巷1號,'047781313',4.2,None,"房間環境 · 2.7
房客喜歡這裡乾淨的房間，但有些人覺得太小 · 有些房客提到這裡的浴室有待改善","位置 · 4.4
設有停車場 · 附近有觀光景點","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
彰化,全台大飯店,彰化縣彰化市中正路二段668號,None,3.8,None,"房間環境 · 3.2
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊 · 有些房客覺得這裡的床舖有待改善 · 房客稱讚這裡的浴室很乾淨","位置 · 3.6
附近有購物區","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
彰化,彰化縣花壇-美儷閣商務汽車旅館,彰化縣花壇鄉成功街99號,'047870777',4.1,None,None,None,None
彰化,幸福客棧（夜間10:30後勿來電）,彰化縣和美鎮南安路176號,None,4.7,None,None,None,None
彰化,彰化桂冠精品旅館,彰化縣彰化市彰水路31號,None,4.3,None,None,None,None
彰化,波心汽車旅館,彰化縣埔心鄉興霖路166號,'048280520',4.2,None,None,None,None
彰化,彰化住宿 北斗七星民宿－田尾員林田中二林溪湖溪州民宿推薦 2024便宜住宿旅館訂房 團體首選 特色 主題 北斗河濱公園 老街 休閒渡假旅遊 親子家庭旅館 高CP值商旅 優質必住獨棟旅宿價格 網友推薦 熱門人氣好評 輕旅行優惠 飯店,彰化縣北斗鎮中山路一段2之1號從中山路一段14巷進入)【在巷內】號 521,'048881222',3.6,None,None,None,None
彰化,彰化櫻山飯店,彰化縣彰化市長安街129號,'047229211',4.0,None,"房間環境 · 1.6
有些房客覺得這裡的房間太小且有些陳舊，清潔方面也有待改善 · 有些房客提到這裡的浴室有待改善","位置 · 4.5
靠近大眾運輸站和火車站 · 附近有餐廳和酒吧","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
彰化,鹿港鉑鈳民宿-Back Inn,彰化縣鹿港鎮民族路21巷18號,'047760188',4.3,None,房間環境 · 2.8,None,None
彰化,三三旅宿 33 Bed & Breakfast,彰化縣鹿港鎮顏厝巷3-33號,'0970569366',4.9,None,None,None,None
彰化,頌謙文旅,None,None,None,None,None,None,None
彰化,鹿港在路上 旅活概念餐飲,彰化縣鹿港鎮公園一路42-1號50551,None,4.4,None,None,None,None
彰化,彰化縣花壇-美儷閣商務汽車旅館,彰化縣花壇鄉成功街99號,'047870777',4.1,None,None,None,None
彰化,田中文旅,彰化縣田中鎮福安路32巷16號,'048753996',4.5,None,None,None,None
彰化,美女陳的家民宿,彰化縣田尾鄉民族路二段173巷23號,'0937629921',4.2,None,None,None,None
彰化,棕櫚湖岸精品旅館,彰化縣員林市員林大道五段333號,'048392233',4.2,None,"房間環境 · 4.0
房客稱讚這裡的浴室很寬敞 · 房客喜歡這裡寬敞的房間 · 房客喜歡這裡舒適的床舖",服務與設施 · 4.8,None
彰化,楓采時尚汽車旅館,彰化縣員林市員鹿路245巷58號,'048397699',4.0,None,"房間環境 · 3.0
房客喜歡這裡寬敞的房間，但有些人覺得清潔方面有待改善 · 有些房客提到這裡的浴室有待改善",位置 · 2.7,"服務與設施 · 5.0
房客稱讚這裡的員工態度友善"
彰化,員林商旅,彰化縣員林市三義路115號,'048368383',4.0,None,None,None,None
彰化,✨️❤️員林1128秘密基地❤️✨️,彰化縣員林市光明街141巷8弄3號,'0933377081',4.9,None,None,None,None
彰化,花漾小鹿旅店,彰化縣鹿港鎮青雲路73巷27號,'0912701688',4.5,None,None,None,None
彰化,東皋歇暝民宿 Tang-ko Hioh-mî homestay,彰化縣鹿港鎮復興路318號,'0965519071',4.9,None,None,None,None
彰化,員林紅樓商旅,彰化縣員林市南平四街11號,'048331116',4.4,None,"房間環境 · 3.5
房客喜歡這裡乾淨的房間 · 有些房客覺得這裡的浴室太小","位置 · 4.1
設有停車場","服務與設施 · 4.3
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
彰化,南華大旅社,彰化縣溪湖鎮彰水路三段122號,'048855131',4.0,None,None,None,None
彰化,悠木馬民宿,彰化縣田尾鄉福德巷397號,'0921657617',4.6,None,None,None,None
彰化,好來屋汽車旅館,彰化縣埤頭鄉新生路232號,'048873055',3.8,None,"房間環境 · 2.4
有些房客提到這裡的浴室有待改善 · 有些房客覺得這裡的清潔方面有待改善",位置 · 4.1,"服務與設施 · 4.5
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員給予高度評價"
彰化,蛋花湯,彰化縣彰化市南郭路一段185巷,'0985801004',4.7,None,None,None,None
彰化,鹿港天后民宿－濱海旅宿（歡迎包棟）,彰化縣鹿港鎮輔導路169巷18號,'0905288060',4.2,None,None,None,None
彰化,溪湖汽車旅館,彰化縣溪湖鎮興學街68號,'048829867',3.3,None,None,None,None
彰化,伊都汽車旅館,彰化縣大村鄉中山路二段177號,'048530238',3.8,None,None,None,None
彰化,老街假期文旅,彰化縣鹿港鎮博愛路121號,'047789528',4.8,None,None,None,None
彰化,宮后文旅,彰化縣鹿港鎮宮後巷63號,'047748080',4.7,None,None,None,None
彰化,頤園行館,彰化縣鹿港鎮景興街4號,'047756211',4.6,None,None,None,None
彰化,鹿境水岸,彰化縣鹿港鎮新興街61號,'0975666165',4.7,None,None,None,None
彰化,鹿港安順19旅居 Anson 19,彰化縣鹿港鎮安順街19號,'0909740799',4.3,None,None,None,None
彰化,富晴汽車旅館,彰化縣彰化市彰草路117號,'047633799',3.3,None,None,None,None
彰化,心旅地圖青年旅館Soulmap Hostel,彰化縣彰化市三民路228號2樓,'0985680812',3.9,None,None,None,None
彰化,大村圓圓民宿,彰化縣大村鄉山腳路58-31號,'0926133875',4.0,None,None,None,None
彰化,幸福客棧（夜間10:30後勿來電）,彰化縣和美鎮南安路176號,'0919525834',4.7,None,None,None,None
彰化,王功皇后休閒旅館,彰化縣芳苑鄉功湖路王功段396號148縣道52860,'048933585',3.7,None,None,None,None
彰化,台灣大飯店,彰化縣彰化市中正路二段48號,'047224681',3.5,None,None,None,None
彰化,溫怡鹿鹿WinLuLu,彰化縣鹿港鎮民族路24號,'0910703908',5.0,None,None,None,None
彰化,和美民宿,彰化縣和美鎮孝文路61號,'0933325414',4.3,None,None,None,None
彰化,金城旅舍,彰化縣彰化市長安街100巷1號,'047255668',4.9,None,None,None,None
彰化,二鹿行館 Lu Kang Bed and Breakbast,彰化縣鹿港鎮春暉街46號,'047774446',4.0,None,"房間環境 · 2.9
房客喜歡這裡寬敞的房間，但有些人覺得清潔方面有待改善 · 房客喜歡這裡舒適的床舖 · 有些房客提到這裡的浴室有待改善",位置 · 4.8,"服務與設施 · 3.5
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的管理給予高度評價"
彰化,以安二館民宿/青年旅宿,彰化縣鹿港鎮中正路523巷29號,'0902366032',4.8,None,None,None,None
彰化,七星精品汽車旅館,彰化縣和美鎮忠誠路95號,'047540159',3.8,None,None,None,None
彰化,一日鹿港人 A Day in Lukang,彰化縣鹿港鎮民權路146巷12-2號,'0963619896',4.8,None,None,None,None
彰化,全台大飯店,彰化縣彰化市中正路二段668號,None,3.8,None,"房間環境 · 3.2
房客喜歡這裡寬敞、乾淨的房間，但有些人覺得室內有些陳舊 · 有些房客覺得這裡的床舖有待改善 · 房客稱讚這裡的浴室很乾淨","位置 · 3.6
附近有購物區","服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
彰化,伊蝶汽車旅館,彰化縣彰化市公益街13號,'047636677',3.3,None,None,None,None
彰化,歐鄉莊園商旅,None,None,4.4,None,None,None,None
彰化,喜悅來行館,彰化縣鹿港鎮萬壽路135號,'047756211',4.3,None,None,None,None
彰化,端園民宿,None,None,3.5,None,None,None,None
彰化,鹿鹿咪民宿,彰化縣鹿港鎮永安三路14巷19號,'0902445947',5.0,None,None,None,None
彰化,碧山左岸民宿,彰化縣芬園鄉彰南路一段124號,'0933970700',4.1,None,None,None,None
彰化,金利星汽車旅館,彰化縣員林市法院南街65號,'048398196',3.6,None,None,None,None
彰化,舒馨精品旅館,南投縣南投市文化南路289號,'0492230699',4.5,None,"房間環境 · 4.0
房客喜歡這裡寬敞的房間 · 房客喜歡這裡舒適的床舖",位置 · 2.7,"服務與設施 · 3.9
房客稱讚這裡的員工態度友善"
彰化,美女陳的家2館,彰化縣田尾鄉溪畔巷187弄67號,'0937629921',4.3,None,None,None,None
彰化,鹿港谷倉民宿,None,None,4.9,None,None,None,None
彰化,緯的厝民宿,None,None,None,None,None,None,None
彰化,沐野汽車旅館,南投縣名間鄉員集路1之2號,'0492735958',3.6,None,None,None,None
彰化,鹿港天后宮香客大樓,彰化縣鹿港鎮中山路475號,'047752508',4.1,None,None,None,None
彰化,11家民宿 11 House,彰化縣二林鎮東興巷6-1號,'0975030407',4.2,None,None,None,None
彰化,鹿港老街十三號民宿,彰化縣鹿港鎮瑤林街13號,'0982511171',5.0,None,None,None,None
彰化,第八月台市集旅店,彰化縣彰化市辭修路201號,'047222200',3.8,None,None,None,None
彰化,鹿藝緣會館,彰化縣鹿港鎮中山路632號,'047789632',4.5,None,None,None,None
彰化,鹿港，遇見1952,彰化縣鹿港鎮宮後巷50號,'0988372120',4.8,None,None,None,None
彰化,亞太鹿港渡假村,彰化縣鹿港鎮中正路588號,'047789897',4.0,None,None,None,None
彰化,花宿Flowers-villa,彰化縣田尾鄉張厝巷72號,'0919702700',4.6,None,None,None,None
彰化,走走民宿 Zouzou bnb,彰化縣田尾鄉民族路一段173號,'0912317300',4.9,None,None,None,None
彰化,彰化 田尾綠友民宿,彰化縣田尾鄉模範巷234號,'0921139776',4.5,None,None,None,None
彰化,旅人小屋 舒宿,彰化縣田尾鄉平和路一段304號,'0987756115',4.5,None,None,None,None
彰化,春城四季汽車旅館,彰化縣二林鎮仁愛路171號,'048950288',3.9,None,None,None,None
彰化,悠嫻民宿 鹿港民宿 鹿港住宿 彰化民宿 彰化住宿,None,None,4.5,None,None,None,None
彰化,金村花園民宿,彰化縣永靖鄉永福路二段臨330號,'048229833',4.1,None,None,None,None
新北市,葛瑞絲商旅 中和館,新北市中和區中山路二段228號5樓,'0222483666',4.5,None,"房間環境 · 4.1
房客喜歡這裡寬敞、乾淨的房間 · 浴室寬敞又乾淨 · 房客喜歡這裡的床舖，但有些人覺得房間不夠安靜","位置 · 4.3
附近有購物區","服務與設施 · 4.6
房客稱讚這裡的員工態度友善又專業 · 房客對於這裡的接待人員和客房整理服務給予高度評價"
新北市,日暉商務旅館 Day Light Hotel,"新北市中和區景平路381號, 8",'0222479997',2.9,None,"房間環境 · 2.4
房客喜歡這裡寬敞的房間，但有些人覺得室內有些陳舊，清潔方面也有待改善 · 有些房客提到這裡的浴室有待改善","位置 · 4.9
靠近大眾運輸站 · 附近有購物區",服務與設施 · 3.6
新北市,集璦飯店 Hotel G@,新北市中和區中正路776號,'0266202888',4.8,None,"房間環境 · 4.2
房客喜歡這裡寬敞、乾淨的房間 · 房客稱讚這裡的浴室很寬敞 · 房客喜歡這裡舒適的床舖",位置 · 2.9,"服務與設施 · 4.2
房客稱讚這裡的員工態度友善又專業"
新北市,永和浮逸飯店,新北市永和區中山路一段331號,'0232330100',4.0,None,None,None,None
新北市,仲信商務會館,新北市中和區和城路一段230號,'0282213666',3.4,None,None,None,None
新北市,SL 飯店,None,None,3.4,None,None,None,None
